"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1978","Negative login test for Limelight Platform","chromium","Sat Feb 07 18:02:46 UTC 2026","passed","Sat Feb 07 18:02:48 UTC 2026","","login.spec.ts","",""
"","6117","Verify logo redirects to the homepage","chromium","Sat Feb 07 18:03:04 UTC 2026","failed","Sat Feb 07 18:03:10 UTC 2026","","LOGO_limelight.spec.ts","",""
